Student_ID,Name,Age,Parent_Name,Knowledge_Level,Learning_Speed,Last_Test_Score,Next_Level
2700,Simran Yadav,8,Anjali Yadav,Advanced,Medium,96,Advanced
2701,Kabir Yadav,11,Suresh Yadav,Advanced,Slow,75,Intermediate
2702,Neha Mehta,11,Pooja Mehta,Intermediate,Medium,57,Beginner
2703,Simran Gupta,9,Sunita Gupta,Intermediate,Medium,58,Beginner
2704,Aarav Das,12,Rajesh Das,Beginner,Medium,98,Advanced
2705,Kabir Nair,12,Harpreet Nair,Beginner,Fast,77,Intermediate
2706,Simran Yadav,8,Harpreet Yadav,Advanced,Medium,58,Beginner
2707,Kabir Kaur,9,Neha Kaur,Intermediate,Medium,89,Advanced
2708,Kabir Sharma,9,Harpreet Sharma,Advanced,Slow,71,Intermediate
2709,Aarav Patel,5,Rekha Patel,Beginner,Slow,92,Advanced
2710,Meera Sharma,11,Ashok Sharma,Beginner,Slow,55,Beginner
2711,Rohan Iyer,10,Harpreet Iyer,Advanced,Fast,63,Beginner
2712,Simran Gupta,11,Anjali Gupta,Advanced,Slow,58,Beginner
2713,Meera Verma,7,Anjali Verma,Intermediate,Fast,82,Intermediate
2714,Ananya Mehta,11,Neha Mehta,Intermediate,Fast,100,Advanced
2715,Kabir Gupta,7,Manoj Gupta,Advanced,Slow,60,Beginner
2716,Raj Kaur,8,Rajesh Kaur,Intermediate,Slow,77,Intermediate
2717,Simran Kaur,12,Suresh Kaur,Intermediate,Slow,58,Beginner
2718,Neha Mehta,5,Suresh Mehta,Intermediate,Slow,94,Advanced
2719,Neha Das,12,Harpreet Das,Beginner,Fast,92,Advanced
2720,Aarav Nair,8,Suresh Nair,Beginner,Slow,84,Intermediate
2721,Aryan Yadav,4,Sunita Yadav,Beginner,Slow,93,Advanced
2722,Ishita Mehta,8,Pooja Mehta,Advanced,Fast,65,Beginner
2723,Ishita Iyer,9,Manoj Iyer,Advanced,Medium,91,Advanced
2724,Meera Patel,9,Pooja Patel,Advanced,Medium,52,Beginner
2725,Rohan Yadav,4,Rekha Yadav,Advanced,Medium,56,Beginner
2726,Raj Mehta,5,Anjali Mehta,Beginner,Medium,59,Beginner
2727,Raj Mehta,10,Manoj Mehta,Advanced,Slow,50,Beginner
2728,Aarav Das,7,Suresh Das,Intermediate,Fast,57,Beginner
2729,Rohan Verma,7,Pooja Verma,Beginner,Slow,92,Advanced
2730,Rohan Yadav,6,Neha Yadav,Intermediate,Fast,71,Intermediate
2731,Ananya Das,6,Manoj Das,Intermediate,Medium,74,Intermediate
2732,Aryan Gupta,12,Neha Gupta,Intermediate,Slow,77,Intermediate
2733,Raj Sharma,12,Neha Sharma,Beginner,Medium,87,Advanced
2734,Neha Kaur,9,Sunita Kaur,Intermediate,Slow,82,Intermediate
2735,Ishita Patel,8,Pooja Patel,Advanced,Fast,92,Advanced
2736,Aryan Yadav,12,Ashok Yadav,Beginner,Slow,56,Beginner
2737,Aryan Iyer,8,Harpreet Iyer,Advanced,Medium,88,Advanced
2738,Kabir Patel,12,Manoj Patel,Advanced,Slow,73,Intermediate
2739,Ananya Patel,12,Rekha Patel,Intermediate,Fast,62,Beginner
2740,Kabir Das,9,Manoj Das,Intermediate,Slow,61,Beginner
2741,Neha Mehta,10,Rajesh Mehta,Intermediate,Medium,93,Advanced
2742,Kabir Kaur,4,Rekha Kaur,Advanced,Medium,52,Beginner
2743,Aryan Sharma,6,Neha Sharma,Beginner,Slow,75,Intermediate
2744,Ishita Verma,8,Rekha Verma,Advanced,Fast,96,Advanced
2745,Ishita Verma,6,Rajesh Verma,Beginner,Slow,93,Advanced
2746,Raj Iyer,12,Rekha Iyer,Intermediate,Medium,87,Advanced
2747,Raj Patel,8,Neha Patel,Advanced,Medium,73,Intermediate
2748,Aryan Gupta,4,Pooja Gupta,Intermediate,Medium,96,Advanced
2749,Meera Verma,12,Harpreet Verma,Advanced,Slow,61,Beginner
2750,Aarav Das,8,Manoj Das,Advanced,Slow,55,Beginner
2751,Neha Mehta,8,Suresh Mehta,Intermediate,Medium,72,Intermediate
2752,Neha Kaur,4,Pooja Kaur,Beginner,Slow,99,Advanced
2753,Simran Nair,5,Rekha Nair,Beginner,Slow,94,Advanced
2754,Ishita Yadav,12,Manoj Yadav,Advanced,Fast,95,Advanced
2755,Meera Gupta,5,Rekha Gupta,Advanced,Fast,85,Intermediate
2756,Ishita Mehta,12,Rajesh Mehta,Advanced,Fast,98,Advanced
2757,Raj Nair,11,Harpreet Nair,Advanced,Fast,100,Advanced
2758,Neha Yadav,7,Ashok Yadav,Advanced,Medium,86,Advanced
2759,Ishita Patel,11,Rekha Patel,Beginner,Slow,81,Intermediate
2760,Ishita Kaur,12,Ashok Kaur,Intermediate,Fast,56,Beginner
2761,Rohan Verma,12,Neha Verma,Advanced,Slow,65,Beginner
2762,Rohan Nair,6,Rekha Nair,Advanced,Medium,75,Intermediate
2763,Simran Yadav,5,Neha Yadav,Intermediate,Medium,93,Advanced
2764,Aryan Das,11,Pooja Das,Advanced,Fast,82,Intermediate
2765,Rohan Gupta,12,Suresh Gupta,Intermediate,Slow,99,Advanced
2766,Meera Mehta,9,Rajesh Mehta,Intermediate,Slow,52,Beginner
2767,Aarav Sharma,7,Manoj Sharma,Beginner,Slow,52,Beginner
2768,Rohan Verma,4,Suresh Verma,Advanced,Fast,57,Beginner
2769,Ishita Gupta,6,Harpreet Gupta,Intermediate,Fast,74,Intermediate
2770,Meera Mehta,9,Sunita Mehta,Advanced,Medium,91,Advanced
2771,Aryan Patel,12,Neha Patel,Intermediate,Medium,85,Intermediate
2772,Meera Iyer,9,Manoj Iyer,Beginner,Medium,84,Intermediate
2773,Meera Yadav,4,Ashok Yadav,Intermediate,Slow,67,Beginner
2774,Aarav Sharma,10,Suresh Sharma,Advanced,Slow,69,Beginner
2775,Ananya Mehta,6,Harpreet Mehta,Intermediate,Fast,96,Advanced
2776,Aryan Gupta,6,Harpreet Gupta,Beginner,Medium,91,Advanced
2777,Rohan Das,7,Manoj Das,Advanced,Medium,100,Advanced
2778,Aarav Mehta,11,Rajesh Mehta,Beginner,Slow,66,Beginner
2779,Neha Nair,5,Rekha Nair,Beginner,Slow,80,Intermediate
2780,Simran Nair,4,Sunita Nair,Advanced,Slow,73,Intermediate
2781,Neha Iyer,9,Sunita Iyer,Beginner,Slow,92,Advanced
2782,Raj Kaur,10,Pooja Kaur,Intermediate,Fast,63,Beginner
2783,Aryan Kaur,4,Harpreet Kaur,Intermediate,Fast,81,Intermediate
2784,Simran Sharma,4,Sunita Sharma,Beginner,Slow,73,Intermediate
2785,Neha Das,10,Pooja Das,Beginner,Slow,94,Advanced
2786,Aarav Iyer,10,Manoj Iyer,Beginner,Medium,51,Beginner
2787,Aarav Das,8,Anjali Das,Advanced,Fast,83,Intermediate
2788,Raj Verma,5,Anjali Verma,Beginner,Fast,55,Beginner
2789,Raj Das,6,Anjali Das,Beginner,Fast,68,Beginner
2790,Simran Mehta,11,Suresh Mehta,Beginner,Slow,73,Intermediate
2791,Neha Yadav,11,Sunita Yadav,Beginner,Slow,77,Intermediate
2792,Kabir Verma,8,Manoj Verma,Intermediate,Slow,57,Beginner
2793,Meera Das,11,Harpreet Das,Beginner,Slow,69,Beginner
2794,Raj Yadav,5,Manoj Yadav,Intermediate,Fast,90,Advanced
2795,Aryan Verma,7,Suresh Verma,Intermediate,Medium,58,Beginner
2796,Ishita Mehta,11,Neha Mehta,Advanced,Medium,92,Advanced
2797,Ananya Mehta,8,Manoj Mehta,Beginner,Fast,83,Intermediate
2798,Simran Gupta,5,Rekha Gupta,Intermediate,Fast,98,Advanced
2799,Meera Gupta,8,Rekha Gupta,Advanced,Fast,60,Beginner
2800,Rohan Gupta,6,Rekha Gupta,Advanced,Fast,68,Beginner
2801,Kabir Nair,9,Sunita Nair,Intermediate,Fast,51,Beginner
2802,Meera Mehta,7,Anjali Mehta,Advanced,Slow,77,Intermediate
2803,Aryan Verma,7,Harpreet Verma,Advanced,Fast,99,Advanced
2804,Rohan Kaur,6,Anjali Kaur,Intermediate,Fast,51,Beginner
2805,Simran Gupta,10,Manoj Gupta,Advanced,Fast,63,Beginner
2806,Meera Patel,6,Rajesh Patel,Beginner,Fast,69,Beginner
2807,Rohan Mehta,9,Harpreet Mehta,Advanced,Slow,58,Beginner
2808,Aryan Gupta,12,Pooja Gupta,Beginner,Slow,53,Beginner
2809,Ananya Patel,8,Sunita Patel,Advanced,Fast,60,Beginner
2810,Raj Das,11,Rekha Das,Advanced,Fast,69,Beginner
2811,Aarav Iyer,5,Rajesh Iyer,Advanced,Slow,73,Intermediate
2812,Simran Gupta,4,Anjali Gupta,Advanced,Medium,70,Beginner
2813,Rohan Gupta,8,Neha Gupta,Beginner,Medium,63,Beginner
2814,Aarav Mehta,6,Suresh Mehta,Advanced,Fast,69,Beginner
2815,Neha Kaur,11,Rekha Kaur,Beginner,Medium,52,Beginner
2816,Aarav Sharma,10,Rekha Sharma,Beginner,Medium,76,Intermediate
2817,Neha Nair,10,Harpreet Nair,Intermediate,Medium,62,Beginner
2818,Aarav Mehta,9,Pooja Mehta,Intermediate,Fast,95,Advanced
2819,Raj Nair,5,Suresh Nair,Beginner,Medium,71,Intermediate
2820,Raj Gupta,10,Sunita Gupta,Intermediate,Medium,82,Intermediate
2821,Rohan Iyer,7,Pooja Iyer,Beginner,Slow,84,Intermediate
2822,Meera Nair,8,Harpreet Nair,Intermediate,Slow,83,Intermediate
2823,Ishita Kaur,6,Suresh Kaur,Advanced,Fast,80,Intermediate
2824,Aarav Sharma,5,Anjali Sharma,Beginner,Slow,81,Intermediate
2825,Meera Kaur,4,Sunita Kaur,Intermediate,Medium,77,Intermediate
2826,Rohan Kaur,10,Manoj Kaur,Intermediate,Fast,72,Intermediate
2827,Ishita Gupta,9,Rajesh Gupta,Beginner,Fast,85,Intermediate
2828,Ananya Mehta,9,Ashok Mehta,Beginner,Fast,90,Advanced
2829,Meera Das,4,Pooja Das,Advanced,Fast,69,Beginner
2830,Ananya Iyer,12,Ashok Iyer,Advanced,Fast,59,Beginner
2831,Simran Nair,8,Sunita Nair,Advanced,Fast,92,Advanced
2832,Aarav Yadav,6,Ashok Yadav,Advanced,Medium,69,Beginner
2833,Ananya Verma,6,Suresh Verma,Intermediate,Medium,99,Advanced
2834,Ishita Patel,10,Ashok Patel,Intermediate,Fast,53,Beginner
2835,Ananya Iyer,8,Suresh Iyer,Advanced,Medium,90,Advanced
2836,Kabir Nair,8,Harpreet Nair,Intermediate,Medium,88,Advanced
2837,Aarav Gupta,9,Pooja Gupta,Intermediate,Medium,79,Intermediate
2838,Raj Mehta,11,Manoj Mehta,Intermediate,Medium,56,Beginner
2839,Rohan Kaur,12,Neha Kaur,Beginner,Fast,65,Beginner
2840,Raj Verma,4,Neha Verma,Intermediate,Slow,92,Advanced
2841,Kabir Das,10,Manoj Das,Beginner,Slow,64,Beginner
2842,Simran Kaur,5,Rajesh Kaur,Beginner,Fast,71,Intermediate
2843,Neha Yadav,7,Rajesh Yadav,Beginner,Fast,80,Intermediate
2844,Rohan Kaur,9,Pooja Kaur,Beginner,Medium,98,Advanced
2845,Meera Mehta,7,Anjali Mehta,Intermediate,Slow,99,Advanced
2846,Kabir Nair,7,Suresh Nair,Intermediate,Slow,100,Advanced
2847,Aarav Mehta,12,Suresh Mehta,Advanced,Slow,77,Intermediate
2848,Rohan Iyer,8,Harpreet Iyer,Advanced,Fast,85,Intermediate
2849,Aarav Das,4,Manoj Das,Intermediate,Fast,94,Advanced
2850,Meera Das,9,Rajesh Das,Beginner,Slow,59,Beginner
2851,Meera Gupta,5,Ashok Gupta,Advanced,Slow,67,Beginner
2852,Meera Mehta,9,Manoj Mehta,Advanced,Fast,94,Advanced
2853,Aryan Iyer,9,Sunita Iyer,Intermediate,Medium,83,Intermediate
2854,Ananya Iyer,12,Ashok Iyer,Intermediate,Medium,58,Beginner
2855,Neha Iyer,10,Anjali Iyer,Intermediate,Medium,64,Beginner
2856,Ananya Verma,10,Harpreet Verma,Beginner,Slow,88,Advanced
2857,Simran Das,10,Suresh Das,Advanced,Slow,74,Intermediate
2858,Aarav Das,8,Manoj Das,Advanced,Fast,100,Advanced
2859,Ishita Verma,8,Rekha Verma,Advanced,Slow,53,Beginner
2860,Simran Nair,9,Suresh Nair,Intermediate,Slow,98,Advanced
2861,Raj Das,6,Rekha Das,Advanced,Slow,95,Advanced
2862,Rohan Iyer,12,Neha Iyer,Beginner,Slow,65,Beginner
2863,Raj Patel,4,Neha Patel,Intermediate,Medium,64,Beginner
2864,Raj Patel,9,Rekha Patel,Beginner,Slow,98,Advanced
2865,Neha Nair,5,Anjali Nair,Beginner,Medium,76,Intermediate
2866,Aarav Sharma,5,Ashok Sharma,Beginner,Slow,85,Intermediate
2867,Raj Patel,4,Neha Patel,Intermediate,Fast,58,Beginner
2868,Simran Mehta,10,Anjali Mehta,Advanced,Slow,91,Advanced
2869,Ananya Das,6,Manoj Das,Advanced,Medium,99,Advanced
2870,Ishita Patel,5,Rekha Patel,Advanced,Fast,85,Intermediate
2871,Meera Patel,8,Sunita Patel,Intermediate,Slow,67,Beginner
2872,Ananya Mehta,4,Rekha Mehta,Advanced,Fast,81,Intermediate
2873,Aryan Kaur,7,Harpreet Kaur,Intermediate,Fast,72,Intermediate
2874,Ishita Patel,11,Pooja Patel,Advanced,Slow,100,Advanced
2875,Kabir Mehta,11,Rajesh Mehta,Advanced,Slow,52,Beginner
2876,Aryan Yadav,10,Rajesh Yadav,Advanced,Medium,97,Advanced
2877,Rohan Das,6,Sunita Das,Advanced,Medium,83,Intermediate
2878,Simran Mehta,4,Manoj Mehta,Advanced,Fast,98,Advanced
2879,Aryan Yadav,8,Harpreet Yadav,Advanced,Slow,62,Beginner
2880,Simran Das,4,Pooja Das,Intermediate,Fast,60,Beginner
2881,Simran Gupta,7,Rajesh Gupta,Advanced,Fast,76,Intermediate
2882,Meera Yadav,4,Harpreet Yadav,Advanced,Medium,90,Advanced
2883,Rohan Nair,4,Neha Nair,Beginner,Medium,67,Beginner
2884,Aryan Nair,4,Manoj Nair,Intermediate,Medium,65,Beginner
2885,Kabir Yadav,6,Anjali Yadav,Intermediate,Fast,98,Advanced
2886,Raj Sharma,10,Pooja Sharma,Beginner,Medium,100,Advanced
2887,Meera Yadav,8,Suresh Yadav,Advanced,Medium,75,Intermediate
2888,Kabir Yadav,10,Harpreet Yadav,Beginner,Fast,95,Advanced
2889,Raj Sharma,9,Rekha Sharma,Beginner,Fast,77,Intermediate
2890,Simran Nair,12,Rekha Nair,Advanced,Medium,53,Beginner
2891,Ishita Nair,12,Neha Nair,Beginner,Medium,83,Intermediate
2892,Rohan Yadav,6,Harpreet Yadav,Beginner,Slow,50,Beginner
2893,Aarav Das,5,Neha Das,Intermediate,Fast,61,Beginner
2894,Meera Gupta,8,Harpreet Gupta,Beginner,Medium,53,Beginner
2895,Ishita Patel,8,Manoj Patel,Intermediate,Slow,67,Beginner
2896,Ishita Iyer,8,Rajesh Iyer,Advanced,Slow,61,Beginner
2897,Rohan Nair,5,Suresh Nair,Beginner,Medium,63,Beginner
2898,Aryan Verma,6,Rekha Verma,Beginner,Medium,94,Advanced
2899,Meera Mehta,12,Rekha Mehta,Intermediate,Slow,70,Beginner
2900,Raj Nair,6,Neha Nair,Advanced,Slow,82,Intermediate
2901,Meera Iyer,5,Sunita Iyer,Advanced,Medium,96,Advanced
2902,Aarav Sharma,9,Manoj Sharma,Beginner,Fast,57,Beginner
2903,Aryan Patel,11,Suresh Patel,Intermediate,Slow,61,Beginner
2904,Aarav Kaur,6,Manoj Kaur,Beginner,Slow,89,Advanced
2905,Ananya Mehta,9,Ashok Mehta,Intermediate,Medium,67,Beginner
2906,Neha Verma,11,Manoj Verma,Advanced,Slow,80,Intermediate
2907,Aarav Iyer,7,Manoj Iyer,Intermediate,Slow,87,Advanced
2908,Raj Mehta,7,Suresh Mehta,Intermediate,Fast,98,Advanced
2909,Aryan Nair,4,Pooja Nair,Advanced,Medium,79,Intermediate
2910,Aarav Yadav,7,Ashok Yadav,Advanced,Slow,67,Beginner
2911,Aarav Das,4,Sunita Das,Advanced,Fast,99,Advanced
2912,Ananya Mehta,9,Pooja Mehta,Beginner,Medium,80,Intermediate
2913,Aryan Iyer,9,Neha Iyer,Intermediate,Fast,86,Advanced
2914,Ishita Mehta,12,Suresh Mehta,Advanced,Slow,98,Advanced
2915,Neha Yadav,12,Pooja Yadav,Beginner,Fast,97,Advanced
2916,Raj Sharma,5,Manoj Sharma,Advanced,Medium,53,Beginner
2917,Raj Verma,10,Ashok Verma,Advanced,Fast,87,Advanced
2918,Kabir Nair,7,Ashok Nair,Beginner,Fast,91,Advanced
2919,Aryan Sharma,6,Pooja Sharma,Intermediate,Slow,82,Intermediate
2920,Ishita Patel,4,Rajesh Patel,Advanced,Fast,76,Intermediate
2921,Aryan Das,5,Rajesh Das,Advanced,Medium,86,Advanced
2922,Ishita Das,7,Suresh Das,Intermediate,Medium,64,Beginner
2923,Simran Mehta,10,Ashok Mehta,Intermediate,Slow,78,Intermediate
2924,Aarav Patel,10,Rajesh Patel,Beginner,Slow,78,Intermediate
2925,Aarav Gupta,9,Neha Gupta,Advanced,Slow,97,Advanced
2926,Ananya Mehta,7,Manoj Mehta,Beginner,Fast,83,Intermediate
2927,Meera Nair,7,Suresh Nair,Beginner,Fast,92,Advanced
2928,Raj Gupta,11,Rajesh Gupta,Beginner,Medium,56,Beginner
2929,Ananya Sharma,4,Anjali Sharma,Beginner,Medium,70,Beginner
2930,Ananya Sharma,7,Sunita Sharma,Advanced,Fast,83,Intermediate
2931,Kabir Mehta,7,Ashok Mehta,Beginner,Slow,93,Advanced
2932,Rohan Mehta,5,Ashok Mehta,Beginner,Slow,71,Intermediate
2933,Meera Sharma,7,Pooja Sharma,Advanced,Slow,95,Advanced
2934,Kabir Kaur,6,Pooja Kaur,Advanced,Fast,96,Advanced
2935,Raj Verma,8,Rekha Verma,Intermediate,Fast,50,Beginner
2936,Kabir Mehta,8,Manoj Mehta,Intermediate,Fast,78,Intermediate
2937,Simran Kaur,10,Sunita Kaur,Advanced,Fast,63,Beginner
2938,Rohan Patel,9,Ashok Patel,Beginner,Medium,66,Beginner
2939,Kabir Mehta,8,Sunita Mehta,Beginner,Fast,63,Beginner
2940,Rohan Verma,4,Pooja Verma,Intermediate,Slow,73,Intermediate
2941,Rohan Kaur,4,Neha Kaur,Intermediate,Fast,55,Beginner
2942,Rohan Patel,8,Harpreet Patel,Intermediate,Medium,100,Advanced
2943,Ananya Sharma,4,Neha Sharma,Intermediate,Slow,67,Beginner
2944,Kabir Yadav,4,Harpreet Yadav,Advanced,Slow,67,Beginner
2945,Raj Nair,4,Suresh Nair,Advanced,Slow,98,Advanced
2946,Aarav Kaur,12,Rajesh Kaur,Intermediate,Fast,76,Intermediate
2947,Ishita Nair,10,Pooja Nair,Advanced,Slow,51,Beginner
2948,Neha Verma,4,Rajesh Verma,Intermediate,Medium,69,Beginner
2949,Aarav Mehta,6,Anjali Mehta,Advanced,Slow,58,Beginner
2950,Ishita Patel,4,Manoj Patel,Beginner,Slow,75,Intermediate
2951,Ishita Nair,6,Rekha Nair,Intermediate,Medium,76,Intermediate
2952,Ananya Verma,8,Ashok Verma,Beginner,Medium,55,Beginner
2953,Aarav Yadav,10,Suresh Yadav,Intermediate,Slow,89,Advanced
2954,Simran Sharma,9,Sunita Sharma,Intermediate,Fast,95,Advanced
2955,Kabir Mehta,11,Sunita Mehta,Advanced,Medium,67,Beginner
2956,Kabir Das,12,Sunita Das,Intermediate,Fast,61,Beginner
2957,Neha Nair,6,Sunita Nair,Beginner,Slow,51,Beginner
2958,Simran Mehta,5,Rajesh Mehta,Intermediate,Fast,97,Advanced
2959,Aarav Nair,5,Pooja Nair,Intermediate,Fast,85,Intermediate
2960,Meera Mehta,5,Rekha Mehta,Intermediate,Medium,58,Beginner
2961,Simran Yadav,4,Sunita Yadav,Intermediate,Slow,99,Advanced
2962,Neha Gupta,9,Suresh Gupta,Advanced,Medium,70,Beginner
2963,Raj Mehta,4,Sunita Mehta,Beginner,Slow,56,Beginner
2964,Neha Patel,6,Sunita Patel,Beginner,Slow,70,Beginner
2965,Ananya Mehta,5,Rekha Mehta,Beginner,Medium,66,Beginner
2966,Kabir Mehta,8,Ashok Mehta,Advanced,Slow,88,Advanced
2967,Rohan Gupta,4,Anjali Gupta,Advanced,Medium,93,Advanced
2968,Aarav Nair,7,Rajesh Nair,Intermediate,Slow,90,Advanced
2969,Rohan Patel,5,Anjali Patel,Beginner,Fast,94,Advanced
2970,Raj Mehta,4,Rekha Mehta,Intermediate,Slow,92,Advanced
2971,Ananya Yadav,4,Rekha Yadav,Beginner,Fast,64,Beginner
2972,Neha Verma,8,Manoj Verma,Intermediate,Slow,82,Intermediate
2973,Ananya Mehta,5,Rekha Mehta,Advanced,Medium,63,Beginner
2974,Neha Gupta,12,Rekha Gupta,Advanced,Fast,53,Beginner
2975,Meera Verma,10,Ashok Verma,Intermediate,Slow,78,Intermediate
2976,Simran Mehta,9,Suresh Mehta,Intermediate,Fast,63,Beginner
2977,Simran Kaur,6,Rajesh Kaur,Advanced,Slow,84,Intermediate
2978,Meera Nair,11,Suresh Nair,Beginner,Slow,92,Advanced
2979,Ananya Mehta,4,Anjali Mehta,Advanced,Slow,87,Advanced
2980,Ishita Patel,9,Ashok Patel,Intermediate,Medium,74,Intermediate
2981,Kabir Verma,4,Rekha Verma,Advanced,Medium,54,Beginner
2982,Aarav Mehta,5,Pooja Mehta,Advanced,Slow,77,Intermediate
2983,Ishita Patel,8,Rajesh Patel,Advanced,Medium,58,Beginner
2984,Meera Iyer,6,Harpreet Iyer,Intermediate,Fast,91,Advanced
2985,Ananya Kaur,12,Ashok Kaur,Beginner,Fast,52,Beginner
2986,Aarav Iyer,8,Anjali Iyer,Intermediate,Fast,64,Beginner
2987,Simran Das,4,Neha Das,Intermediate,Slow,74,Intermediate
2988,Meera Kaur,7,Harpreet Kaur,Intermediate,Slow,66,Beginner
2989,Simran Yadav,12,Harpreet Yadav,Beginner,Slow,92,Advanced
2990,Raj Iyer,7,Pooja Iyer,Advanced,Fast,74,Intermediate
2991,Ananya Kaur,5,Ashok Kaur,Beginner,Slow,50,Beginner
2992,Raj Verma,12,Neha Verma,Intermediate,Medium,94,Advanced
2993,Neha Yadav,7,Manoj Yadav,Intermediate,Slow,78,Intermediate
2994,Rohan Yadav,8,Sunita Yadav,Advanced,Slow,63,Beginner
2995,Ananya Yadav,11,Neha Yadav,Beginner,Fast,52,Beginner
2996,Meera Iyer,9,Sunita Iyer,Advanced,Medium,70,Beginner
2997,Aryan Sharma,6,Rajesh Sharma,Beginner,Medium,60,Beginner
2998,Kabir Mehta,8,Suresh Mehta,Advanced,Fast,65,Beginner
2999,Ishita Kaur,6,Neha Kaur,Advanced,Medium,97,Advanced
3000,Simran Iyer,7,Anjali Iyer,Intermediate,Fast,77,Intermediate
3001,Rohan Nair,12,Sunita Nair,Advanced,Fast,73,Intermediate
3002,Ishita Gupta,12,Manoj Gupta,Intermediate,Medium,78,Intermediate
3003,Ananya Mehta,11,Suresh Mehta,Advanced,Medium,71,Intermediate
3004,Ishita Sharma,4,Manoj Sharma,Beginner,Medium,65,Beginner
3005,Simran Mehta,9,Manoj Mehta,Beginner,Medium,80,Intermediate
3006,Kabir Sharma,9,Neha Sharma,Beginner,Fast,50,Beginner
3007,Kabir Iyer,10,Sunita Iyer,Intermediate,Medium,62,Beginner
3008,Ananya Das,4,Neha Das,Intermediate,Slow,51,Beginner
3009,Aryan Nair,12,Rajesh Nair,Intermediate,Slow,77,Intermediate
3010,Ishita Patel,6,Ashok Patel,Advanced,Fast,68,Beginner
3011,Neha Sharma,9,Harpreet Sharma,Advanced,Slow,57,Beginner
3012,Raj Kaur,10,Anjali Kaur,Advanced,Slow,79,Intermediate
3013,Aryan Verma,7,Pooja Verma,Advanced,Slow,75,Intermediate
3014,Rohan Mehta,9,Rekha Mehta,Advanced,Medium,65,Beginner
3015,Raj Sharma,9,Rajesh Sharma,Advanced,Slow,81,Intermediate
3016,Neha Das,4,Rekha Das,Beginner,Medium,63,Beginner
3017,Aarav Patel,9,Ashok Patel,Intermediate,Slow,65,Beginner
3018,Aryan Patel,6,Ashok Patel,Beginner,Fast,63,Beginner
3019,Rohan Sharma,9,Neha Sharma,Intermediate,Fast,51,Beginner
3020,Rohan Verma,7,Pooja Verma,Beginner,Slow,80,Intermediate
3021,Rohan Verma,5,Rekha Verma,Advanced,Fast,56,Beginner
3022,Rohan Patel,11,Neha Patel,Intermediate,Medium,68,Beginner
3023,Ishita Verma,4,Sunita Verma,Intermediate,Fast,58,Beginner
3024,Ananya Das,8,Manoj Das,Intermediate,Fast,95,Advanced
3025,Aarav Kaur,5,Pooja Kaur,Intermediate,Slow,78,Intermediate
3026,Meera Mehta,8,Manoj Mehta,Intermediate,Slow,97,Advanced
3027,Aarav Iyer,9,Suresh Iyer,Beginner,Fast,77,Intermediate
3028,Simran Sharma,9,Rekha Sharma,Advanced,Medium,85,Intermediate
3029,Ananya Nair,4,Anjali Nair,Beginner,Fast,74,Intermediate
3030,Ananya Sharma,6,Rekha Sharma,Beginner,Medium,82,Intermediate
3031,Kabir Yadav,9,Harpreet Yadav,Intermediate,Medium,62,Beginner
3032,Aryan Gupta,12,Manoj Gupta,Advanced,Slow,98,Advanced
3033,Ishita Gupta,4,Ashok Gupta,Beginner,Fast,98,Advanced
3034,Kabir Mehta,12,Neha Mehta,Beginner,Fast,77,Intermediate
3035,Kabir Nair,8,Anjali Nair,Beginner,Medium,100,Advanced
3036,Ishita Kaur,11,Manoj Kaur,Advanced,Medium,99,Advanced
3037,Aryan Patel,12,Anjali Patel,Advanced,Fast,50,Beginner
3038,Raj Nair,8,Pooja Nair,Advanced,Fast,80,Intermediate
3039,Rohan Mehta,4,Manoj Mehta,Intermediate,Medium,53,Beginner
3040,Meera Iyer,10,Manoj Iyer,Intermediate,Fast,73,Intermediate
3041,Simran Nair,12,Neha Nair,Advanced,Medium,50,Beginner
3042,Rohan Yadav,11,Suresh Yadav,Advanced,Slow,98,Advanced
3043,Aarav Das,9,Neha Das,Beginner,Slow,97,Advanced
3044,Ishita Sharma,11,Rekha Sharma,Intermediate,Medium,93,Advanced
3045,Aryan Verma,10,Pooja Verma,Advanced,Medium,63,Beginner
3046,Aryan Mehta,4,Rekha Mehta,Intermediate,Fast,79,Intermediate
3047,Ananya Gupta,9,Ashok Gupta,Intermediate,Medium,82,Intermediate
3048,Rohan Nair,8,Rekha Nair,Intermediate,Slow,89,Advanced
3049,Raj Iyer,4,Suresh Iyer,Advanced,Slow,67,Beginner
3050,Raj Das,6,Neha Das,Beginner,Medium,76,Intermediate
3051,Kabir Kaur,8,Neha Kaur,Intermediate,Fast,86,Advanced
3052,Kabir Das,6,Harpreet Das,Advanced,Medium,82,Intermediate
3053,Aryan Das,5,Manoj Das,Beginner,Fast,73,Intermediate
3054,Raj Mehta,9,Harpreet Mehta,Beginner,Medium,72,Intermediate
3055,Kabir Mehta,9,Neha Mehta,Advanced,Slow,52,Beginner
3056,Neha Mehta,6,Anjali Mehta,Intermediate,Slow,88,Advanced
3057,Simran Yadav,4,Rekha Yadav,Beginner,Medium,84,Intermediate
3058,Kabir Yadav,10,Ashok Yadav,Intermediate,Medium,92,Advanced
3059,Aarav Patel,12,Anjali Patel,Advanced,Slow,55,Beginner
3060,Neha Verma,8,Harpreet Verma,Beginner,Fast,85,Intermediate
3061,Ananya Iyer,7,Harpreet Iyer,Advanced,Medium,90,Advanced
3062,Aarav Verma,7,Anjali Verma,Beginner,Slow,54,Beginner
